id,marca,modelo,edad,kilometraje_km,combustible,transmision,potencia_cv,consumo_l_100km,num_duenos,estado,region,puertas,color,carroceria,precio_eur
467,Nissan,Juke,20,292381,Gasolina,Manual,113,6.6,2,Excelente,Asturias,5,Gris,Monovolumen,2380
468,Opel,Mokka,12,176375,Gasolina,Manual,152,7.9,4,Bueno,Aragón,5,Negro,Monovolumen,4156
469,Hyundai,Tucson,9,129117,Gasolina,Manual,148,6.4,3,Excelente,Galicia,5,Plata,Familiar,5377
470,BMW,Serie 1,12,182270,Híbrido,Manual,105,4.8,4,Excelente,Galicia,5,Blanco,Familiar,5881
471,Opel,Astra,5,73515,Gasolina,Automático,121,7.3,2,Bueno,La Rioja,5,Gris,Monovolumen,5075
472,Audi,A1,8,128059,Gasolina,Manual,78,7.3,2,Bueno,Baleares,5,Blanco,Berlina,5026
473,Citroen,C5 Aircross,10,151570,Gasolina,Manual,110,7.7,1,Aceptable,País Vasco,5,Azul,Monovolumen,1879
474,Peugeot,308,1,7018,Gasolina,Manual,155,8.7,4,Excelente,Navarra,5,Plata,Monovolumen,13814
475,Skoda,Karoq,6,82951,Híbrido,Manual,112,6.4,1,Bueno,Galicia,5,Plata,SUV,10219
476,Nissan,Micra,1,7763,Diésel,Automático,109,7.0,1,Excelente,La Rioja,5,Gris,Compacto,13702
477,Mercedes,GLA,12,181851,Diésel,Manual,146,6.3,3,Bueno,Asturias,5,Rojo,Familiar,3369
478,Citroen,C4,15,217669,Gasolina,Manual,143,8.1,3,Bueno,Valencia,5,Azul,Berlina,2012
479,Peugeot,208,18,252780,Híbrido,Manual,101,4.3,2,Excelente,Cantabria,5,Blanco,Compacto,3348
480,Peugeot,308,1,14747,Gasolina,Manual,136,8.1,3,Bueno,Castilla-La Mancha,5,Azul,Familiar,13084
481,Ford,Focus,4,53458,Híbrido,Manual,89,6.5,1,Aceptable,La Rioja,5,Azul,SUV,9083
482,Audi,Q3,16,232664,Eléctrico,Manual,118,6.9,6,Bueno,Extremadura,5,Plata,Berlina,3896
483,Hyundai,Tucson,3,61688,Gasolina,Manual,104,6.9,1,Excelente,Valencia,5,Gris,Monovolumen,9382
484,Hyundai,i30,16,260437,Gasolina,Manual,93,6.5,1,Bueno,Baleares,5,Plata,Berlina,1961
485,Skoda,Octavia,11,174443,Gasolina,Manual,186,7.7,1,Bueno,Madrid,5,Negro,SUV,1672
486,Hyundai,Tucson,7,120766,Gasolina,Manual,129,6.5,5,Bueno,Castilla-La Mancha,5,Azul,Familiar,3630
487,BMW,X1,1,10846,Híbrido,Manual,184,6.0,1,Bueno,País Vasco,5,Blanco,SUV,29182
488,Opel,Corsa,11,162006,Gasolina,Manual,126,7.8,4,Bueno,Baleares,3,Blanco,Familiar,3257
489,Ford,Focus,3,50431,Gasolina,Automático,126,6.8,2,Bueno,Extremadura,5,Negro,SUV,8107
490,Renault,Clio,20,298548,Diésel,Manual,117,5.5,5,Bueno,Baleares,5,Azul,SUV,1500
491,Volkswagen,Tiguan,18,268293,Híbrido,Automático,103,6.8,2,Bueno,Cantabria,3,Azul,Compacto,1500
492,Opel,Corsa,12,183203,Híbrido,Automático,83,5.4,3,Aceptable,Castilla-La Mancha,5,Azul,Compacto,1500
493,BMW,X1,19,282761,Gasolina,Automático,60,7.6,1,Bueno,Castilla y León,5,Plata,Compacto,1875
494,Mercedes,Clase C,15,242320,Diésel,Manual,159,6.7,3,Bueno,País Vasco,5,Gris,Monovolumen,4806
495,Toyota,Corolla,19,291893,Híbrido,Manual,83,4.2,2,Excelente,Murcia,5,Negro,Compacto,1500
496,Audi,A1,8,113949,Diésel,Manual,84,7.5,1,Bueno,Baleares,5,Negro,Compacto,4199
497,Dacia,Sandero,13,213171,Gasolina,Manual,119,7.6,2,Bueno,Cataluña,3,Plata,Monovolumen,2224
498,Ford,Kuga,3,49476,Diésel,Manual,89,6.4,3,Bueno,Asturias,5,Azul,Berlina,6079
499,Toyota,Yaris,8,131033,Gasolina,Manual,77,6.7,1,Bueno,Extremadura,5,Rojo,Compacto,3962
500,Skoda,Fabia,2,19882,Gasolina,Manual,168,7.3,2,Bueno,Aragón,3,Negro,Familiar,7737
501,Citroen,C4,12,175141,Diésel,Manual,128,6.8,5,Bueno,Aragón,5,Rojo,Monovolumen,2480
502,Dacia,Sandero,10,153732,Diésel,Manual,163,6.9,3,Bueno,Castilla y León,5,Azul,Monovolumen,1702
503,Ford,Kuga,11,154693,Gasolina,Manual,87,7.3,4,Excelente,Valencia,3,Negro,Compacto,1974
504,Opel,Corsa,14,200269,Gasolina,Manual,74,6.8,1,Bueno,Cantabria,5,Rojo,Compacto,1500
505,Audi,A1,9,137289,Gasolina,Automático,60,5.3,2,Aceptable,Castilla y León,5,Blanco,Compacto,2727
506,Citroen,C5 Aircross,19,298565,Gasolina,Automático,177,7.3,2,Bueno,Cataluña,5,Gris,Familiar,2654
507,Volkswagen,Golf,11,181829,Gasolina,Manual,144,6.8,1,Excelente,Castilla-La Mancha,5,Negro,Monovolumen,4245
508,Toyota,C-HR,13,181899,Diésel,Automático,132,6.8,2,Bueno,Murcia,5,Plata,Monovolumen,3140
509,Dacia,Duster,7,114228,Híbrido,Manual,144,5.3,1,Bueno,Canarias,5,Negro,Berlina,1500
510,Citroen,C4,10,141915,Diésel,Automático,117,7.7,2,Bueno,Murcia,5,Gris,SUV,3705
511,BMW,X1,3,49965,Gasolina,Automático,156,6.1,1,Bueno,Extremadura,5,Azul,SUV,18477
512,SEAT,Ibiza,11,157820,Diésel,Manual,97,6.9,3,Excelente,Castilla-La Mancha,5,Gris,SUV,2100
513,SEAT,Arona,3,40220,Diésel,Manual,156,6.1,4,Excelente,Cataluña,5,Negro,Monovolumen,9027
514,Ford,Fiesta,9,128635,Híbrido,Manual,140,6.5,3,Bueno,Valencia,5,Rojo,SUV,1500
515,Toyota,C-HR,18,262274,Diésel,Automático,150,6.0,5,Bueno,Andalucía,5,Gris,Berlina,1500
516,Volkswagen,Passat,18,269172,Diésel,Automático,99,8.2,2,Bueno,Murcia,5,Blanco,SUV,4784
517,BMW,X1,1,24637,Híbrido,Manual,114,4.2,3,Excelente,Canarias,3,Rojo,Familiar,28936
518,Ford,Fiesta,4,57902,Diésel,Manual,191,6.2,2,Aceptable,Canarias,3,Azul,Familiar,4558
519,Mercedes,Clase C,16,225279,Gasolina,Manual,129,7.7,2,Bueno,Cantabria,5,Azul,Monovolumen,3646
520,Hyundai,Tucson,16,246820,Diésel,Manual,163,7.0,2,Bueno,Castilla y León,5,Plata,Berlina,1500
521,BMW,Serie 1,18,271832,Gasolina,Manual,156,7.4,6,Excelente,Murcia,5,Gris,Monovolumen,3358
522,Toyota,Corolla,9,129965,Diésel,Manual,111,6.9,3,Excelente,Asturias,5,Azul,SUV,2062
523,Ford,Fiesta,19,273086,Híbrido,Manual,132,4.9,1,Excelente,Valencia,3,Blanco,SUV,1500
524,BMW,X1,16,250695,Híbrido,Automático,109,5.4,6,Bueno,Andalucía,5,Azul,Compacto,5130
525,SEAT,Arona,14,212689,Diésel,Manual,124,5.8,4,Bueno,País Vasco,5,Rojo,Monovolumen,1500
526,Ford,Kuga,20,306334,Gasolina,Automático,149,6.6,6,Excelente,Aragón,3,Negro,Monovolumen,1500
527,Audi,A1,6,93055,Diésel,Manual,109,6.9,1,Bueno,Asturias,5,Blanco,Familiar,7006
528,Mercedes,GLA,8,114502,Gasolina,Manual,60,8.2,1,Aceptable,Baleares,5,Rojo,Compacto,7022
529,Renault,Clio,14,203333,Diésel,Manual,64,6.6,6,Excelente,Canarias,5,Azul,Compacto,1759
530,Kia,Rio,15,221024,Gasolina,Manual,125,6.4,4,Bueno,Castilla-La Mancha,5,Rojo,SUV,1760
531,Audi,A1,12,175480,Híbrido,Automático,90,5.8,4,Aceptable,País Vasco,5,Gris,Compacto,3068
532,Kia,Rio,16,237119,Gasolina,Manual,111,7.5,4,Aceptable,Castilla-La Mancha,5,Rojo,Monovolumen,1621
533,Ford,Fiesta,11,171534,Híbrido,Manual,119,5.8,4,Excelente,Galicia,5,Plata,Monovolumen,2095
534,Toyota,Yaris,11,165585,Diésel,Automático,106,7.5,2,Bueno,Galicia,5,Rojo,Berlina,2325
535,Opel,Astra,18,259242,Diésel,Automático,85,6.6,5,Excelente,Galicia,5,Gris,Compacto,3853
536,Hyundai,i30,11,168784,Gasolina,Automático,153,6.4,3,Excelente,Castilla y León,3,Negro,SUV,5068
537,SEAT,Arona,1,15581,Diésel,Manual,114,5.4,1,Excelente,Madrid,5,Plata,Berlina,14392
538,Skoda,Fabia,4,58876,Híbrido,Manual,137,5.1,1,Excelente,Cantabria,5,Negro,SUV,9261
539,Opel,Corsa,13,195191,Gasolina,Automático,73,7.2,3,Aceptable,Murcia,5,Plata,Compacto,1888
540,Toyota,Yaris,18,270121,Gasolina,Automático,156,6.3,2,Aceptable,Baleares,5,Azul,Familiar,1500
541,BMW,Serie 3,8,127964,Diésel,Manual,172,5.2,3,Bueno,Cantabria,5,Plata,Familiar,4332
542,Volkswagen,Golf,6,80402,Diésel,Automático,60,7.2,2,Bueno,Cantabria,5,Blanco,Berlina,5257
543,Kia,Rio,19,284977,Gasolina,Manual,130,7.0,1,Bueno,Navarra,5,Azul,SUV,2092
544,Mercedes,GLA,19,273727,Diésel,Automático,119,6.9,2,Bueno,Extremadura,3,Rojo,Familiar,3605
545,Peugeot,208,2,32573,Híbrido,Manual,114,4.7,1,Bueno,La Rioja,5,Negro,Berlina,8655
546,Citroen,C5 Aircross,14,221430,Híbrido,Manual,93,5.0,1,Bueno,Aragón,5,Blanco,SUV,2902
547,Renault,Clio,6,89148,Diésel,Manual,118,6.0,3,Bueno,Canarias,5,Negro,Familiar,4880
548,Kia,Rio,8,118300,Gasolina,Manual,167,7.2,5,Bueno,Galicia,3,Negro,SUV,3655
549,Opel,Mokka,19,287307,Gasolina,Manual,115,6.1,3,Bueno,Aragón,3,Negro,Familiar,1500
550,Toyota,Yaris,1,6489,Diésel,Manual,110,6.7,1,Aceptable,Madrid,5,Azul,Familiar,8541
551,BMW,Serie 1,2,15350,Diésel,Manual,99,4.8,1,Excelente,Madrid,5,Rojo,Familiar,14897
552,Audi,A3,19,276549,Gasolina,Manual,103,6.5,3,Excelente,Cataluña,5,Rojo,SUV,2889
553,Mercedes,Clase C,18,273880,Gasolina,Manual,98,6.6,5,Excelente,Navarra,5,Plata,Berlina,3781
554,Opel,Astra,2,42558,Gasolina,Manual,131,6.7,1,Bueno,Cantabria,5,Azul,SUV,9162
555,Renault,Megane,5,82461,Gasolina,Manual,74,7.6,1,Bueno,Murcia,5,Plata,SUV,4940
556,Toyota,C-HR,19,296566,Gasolina,Automático,130,7.8,2,Aceptable,Baleares,5,Rojo,Monovolumen,3389
557,Mercedes,Clase C,1,5000,Híbrido,Manual,85,5.2,1,Aceptable,Asturias,5,Rojo,Monovolumen,25840
558,Skoda,Karoq,5,79458,Diésel,Manual,126,6.8,1,Excelente,Navarra,5,Blanco,Monovolumen,6308
559,Peugeot,208,6,89640,Diésel,Manual,114,6.0,1,Bueno,Murcia,5,Gris,Berlina,5116
560,Dacia,Sandero,20,309455,Diésel,Manual,142,6.3,3,Bueno,Navarra,5,Rojo,SUV,1500
561,Nissan,Qashqai,17,264901,Diésel,Manual,139,5.7,2,Bueno,Madrid,5,Negro,Monovolumen,1550
562,Nissan,Micra,5,84466,Híbrido,Automático,151,4.7,2,Bueno,Extremadura,5,Rojo,Berlina,7050
563,Nissan,Micra,7,100802,Híbrido,Manual,142,6.5,1,Bueno,La Rioja,5,Blanco,Monovolumen,2366
564,Toyota,C-HR,10,141120,Diésel,Automático,158,6.6,2,Excelente,Galicia,5,Blanco,SUV,4245
565,Nissan,Micra,3,41384,Híbrido,Manual,110,5.5,1,Excelente,Andalucía,5,Gris,Familiar,7389
566,Nissan,Juke,19,288783,Gasolina,Manual,104,7.7,5,Bueno,Navarra,5,Gris,Berlina,1500
567,Opel,Corsa,9,133030,Diésel,Automático,94,7.6,5,Bueno,Madrid,5,Rojo,Compacto,1533
568,Ford,Focus,10,148077,Híbrido,Automático,88,6.1,4,Bueno,La Rioja,3,Blanco,Monovolumen,2219
569,Ford,Focus,19,267430,Diésel,Automático,125,6.6,6,Excelente,Navarra,5,Plata,Monovolumen,2541
570,Renault,Megane,6,96278,Híbrido,Manual,145,5.2,1,Excelente,Navarra,5,Negro,SUV,7903
571,Nissan,Qashqai,14,223352,Gasolina,Manual,106,8.5,3,Bueno,País Vasco,3,Gris,Familiar,2342
572,Peugeot,208,1,5000,Diésel,Manual,135,7.3,1,Bueno,La Rioja,5,Plata,Monovolumen,8130
573,Mercedes,GLA,13,194300,Gasolina,Manual,143,8.0,3,Bueno,Cataluña,3,Azul,SUV,4756
574,Volkswagen,Golf,8,117898,Gasolina,Manual,101,8.0,1,Bueno,Extremadura,5,Gris,Berlina,5050
575,Nissan,Qashqai,3,50372,Gasolina,Automático,168,7.9,2,Bueno,Valencia,5,Plata,Familiar,10542
576,Citroen,C3,6,85429,Gasolina,Manual,134,8.0,2,Bueno,Castilla-La Mancha,3,Rojo,Familiar,3078
577,Audi,A4,8,116702,Gasolina,Automático,152,7.6,1,Bueno,La Rioja,5,Blanco,SUV,8712
578,Renault,Megane,17,259122,Gasolina,Manual,89,8.9,2,Bueno,Asturias,5,Negro,Berlina,2418
579,Peugeot,308,17,260041,Gasolina,Manual,83,7.5,6,Bueno,Cantabria,5,Negro,SUV,2997
580,BMW,X1,15,220134,Eléctrico,Manual,139,5.7,3,Excelente,Murcia,5,Azul,SUV,3046
581,Nissan,Juke,13,197780,Gasolina,Manual,132,7.5,4,Bueno,Andalucía,5,Azul,Monovolumen,2320
582,Nissan,Juke,17,253005,Híbrido,Manual,192,3.9,3,Excelente,Andalucía,5,Rojo,Familiar,2572
583,Kia,Sportage,5,73984,Diésel,Manual,89,5.9,1,Bueno,Madrid,5,Plata,Berlina,9274
584,Ford,Fiesta,3,49406,Gasolina,Manual,125,7.2,2,Excelente,La Rioja,5,Plata,Familiar,8562
585,Mercedes,Clase C,9,118377,Eléctrico,Manual,121,6.8,1,Aceptable,Cantabria,5,Gris,Monovolumen,7346
586,Volkswagen,Tiguan,3,45144,Eléctrico,Manual,141,4.4,1,Bueno,Asturias,3,Gris,Monovolumen,12710
587,SEAT,León,7,101093,Diésel,Manual,145,6.5,1,Bueno,Cantabria,5,Rojo,SUV,3057
588,Toyota,C-HR,15,217120,Diésel,Manual,134,6.4,3,Bueno,Asturias,5,Negro,Familiar,1969
589,Mercedes,GLA,16,257359,Gasolina,Manual,60,5.7,2,Excelente,Baleares,5,Negro,Compacto,4654
590,Renault,Clio,7,106739,Híbrido,Automático,121,5.7,3,Aceptable,Aragón,5,Azul,Monovolumen,4428
591,Citroen,C4,9,147967,Gasolina,Manual,77,6.4,1,Bueno,Castilla-La Mancha,5,Gris,Compacto,1500
592,Hyundai,Tucson,2,36989,Gasolina,Automático,129,7.9,1,Bueno,Asturias,3,Azul,Monovolumen,14342
593,Renault,Clio,4,67459,Eléctrico,Automático,119,6.1,1,Bueno,Valencia,5,Rojo,SUV,10116
594,Renault,Clio,5,85960,Diésel,Manual,60,6.7,2,Bueno,Navarra,5,Gris,Compacto,3133
595,SEAT,Ateca,6,101697,Diésel,Manual,141,7.3,3,Bueno,Navarra,5,Blanco,SUV,5931
596,Mercedes,GLA,2,22066,Gasolina,Manual,114,7.4,1,Excelente,Cataluña,5,Gris,Monovolumen,19440
597,SEAT,Arona,5,79576,Gasolina,Manual,112,6.0,1,Bueno,País Vasco,5,Gris,SUV,5868
598,SEAT,Ibiza,1,12095,Gasolina,Manual,60,6.9,1,Bueno,Asturias,5,Gris,Berlina,10354
599,BMW,Serie 3,15,221740,Diésel,Automático,166,6.2,1,Aceptable,Galicia,5,Negro,SUV,4002
600,Skoda,Octavia,8,120636,Gasolina,Manual,111,7.3,3,Excelente,Asturias,3,Gris,Berlina,3307
601,Peugeot,208,15,226336,Diésel,Manual,140,6.9,5,Bueno,Castilla-La Mancha,5,Plata,Familiar,1500
602,Kia,Sportage,12,185194,Gasolina,Automático,100,7.1,4,Bueno,Extremadura,5,Gris,Compacto,2466
603,Volkswagen,Golf,3,44498,Diésel,Automático,136,6.3,1,Bueno,País Vasco,5,Gris,Familiar,10498
604,Peugeot,308,2,39168,Gasolina,Automático,90,8.4,2,Bueno,Castilla y León,5,Plata,Berlina,8322
605,Opel,Astra,3,43837,Gasolina,Manual,71,6.2,1,Excelente,Andalucía,5,Plata,Compacto,7672
606,Citroen,C4,13,195956,Diésel,Manual,64,7.8,4,Excelente,Valencia,3,Rojo,Compacto,3330
607,Toyota,C-HR,17,263562,Diésel,Manual,161,6.4,6,Excelente,Aragón,5,Plata,Monovolumen,1872
608,Opel,Astra,11,168107,Diésel,Automático,127,6.1,2,Aceptable,País Vasco,5,Plata,Familiar,2652
609,Nissan,Micra,15,207410,Diésel,Manual,112,6.3,2,Bueno,La Rioja,5,Gris,Compacto,1871
610,Audi,A3,6,90102,Gasolina,Automático,121,7.0,2,Bueno,Aragón,5,Blanco,Berlina,7707
611,Ford,Kuga,7,101856,Gasolina,Manual,111,7.1,1,Bueno,Andalucía,3,Blanco,Familiar,5884
612,Audi,Q3,20,303678,Híbrido,Manual,75,4.4,5,Aceptable,Cantabria,5,Plata,Compacto,1802
613,Nissan,Micra,2,22222,Gasolina,Automático,154,7.1,1,Bueno,Cantabria,5,Blanco,Familiar,7194
614,BMW,Serie 1,8,118720,Eléctrico,Automático,153,4.1,4,Excelente,Asturias,5,Gris,Familiar,10216
615,Kia,Ceed,18,245938,Gasolina,Automático,144,7.4,4,Excelente,Extremadura,5,Gris,SUV,1500
616,Toyota,Yaris,3,38649,Gasolina,Manual,113,7.0,1,Bueno,Cantabria,5,Plata,Berlina,5476
617,Dacia,Duster,18,265353,Híbrido,Manual,103,5.4,2,Excelente,Castilla y León,3,Rojo,Berlina,2014
618,BMW,Serie 3,8,120363,Gasolina,Manual,143,8.7,4,Bueno,Extremadura,5,Blanco,SUV,7368
619,Volkswagen,Tiguan,19,275591,Gasolina,Automático,121,9.2,6,Excelente,Canarias,5,Plata,Familiar,2489
620,Ford,Kuga,2,25113,Gasolina,Manual,122,5.9,2,Bueno,Madrid,5,Rojo,Berlina,8214
621,Volkswagen,Polo,16,242843,Gasolina,Manual,164,8.1,3,Bueno,Andalucía,5,Negro,SUV,1500
622,Renault,Clio,17,231764,Diésel,Automático,124,6.6,6,Excelente,Castilla y León,5,Plata,Berlina,2045
623,Kia,Sportage,17,254266,Eléctrico,Manual,87,6.3,4,Bueno,Castilla y León,5,Rojo,Berlina,2340
624,Opel,Astra,18,254899,Gasolina,Manual,115,8.8,2,Excelente,Asturias,5,Azul,Familiar,2065
625,BMW,X1,19,283942,Gasolina,Automático,116,6.1,3,Bueno,Aragón,3,Azul,Monovolumen,1500
626,Renault,Clio,20,299455,Gasolina,Manual,139,8.9,5,Aceptable,Murcia,5,Azul,Monovolumen,1500
627,Ford,Focus,16,236338,Diésel,Manual,134,7.7,2,Excelente,Aragón,5,Blanco,Familiar,2680
628,Opel,Mokka,5,73887,Diésel,Manual,160,6.1,1,Bueno,Madrid,5,Negro,SUV,5169
629,Peugeot,3008,17,250467,Diésel,Automático,101,7.2,2,Bueno,Extremadura,5,Plata,Monovolumen,4578
630,Toyota,Corolla,19,281611,Gasolina,Automático,95,6.4,6,Bueno,Aragón,5,Blanco,Familiar,2646
631,Volkswagen,Tiguan,11,155902,Gasolina,Manual,107,8.4,4,Bueno,Extremadura,3,Plata,Monovolumen,3661
632,Volkswagen,Polo,15,226235,Diésel,Manual,71,6.5,5,Excelente,Castilla-La Mancha,5,Rojo,Compacto,1768
633,Nissan,Micra,14,223595,Diésel,Automático,99,7.0,5,Bueno,La Rioja,5,Negro,Berlina,1500
634,Hyundai,i20,8,103492,Híbrido,Manual,122,6.3,3,Bueno,Murcia,3,Rojo,Monovolumen,3620
635,Citroen,C3,8,119621,Gasolina,Manual,70,6.4,2,Bueno,País Vasco,5,Negro,Berlina,2097
636,Volkswagen,Golf,12,171202,Gasolina,Automático,127,6.7,4,Bueno,La Rioja,5,Gris,Familiar,3519
637,Opel,Mokka,1,17212,Híbrido,Manual,159,5.0,1,Aceptable,Valencia,5,Rojo,Monovolumen,13862
638,Skoda,Fabia,2,24620,Diésel,Manual,85,5.1,1,Bueno,Castilla-La Mancha,5,Azul,Compacto,7001
639,BMW,X1,16,247955,Híbrido,Automático,146,3.6,5,Aceptable,Cataluña,5,Plata,Familiar,6094
640,Volkswagen,Passat,4,55140,Gasolina,Automático,69,6.7,4,Bueno,Castilla-La Mancha,3,Blanco,Compacto,9053
641,Hyundai,i20,16,232778,Gasolina,Manual,103,6.1,4,Excelente,Navarra,3,Azul,Compacto,3070
642,SEAT,Ateca,6,98640,Diésel,Automático,153,6.9,1,Excelente,Asturias,5,Plata,Familiar,7815
643,SEAT,Ibiza,8,118998,Híbrido,Manual,101,5.4,3,Bueno,País Vasco,5,Rojo,Compacto,2825
644,Toyota,C-HR,18,261532,Diésel,Manual,60,6.7,2,Bueno,Asturias,5,Blanco,Compacto,2811
645,Kia,Sportage,6,89454,Diésel,Manual,115,4.7,3,Bueno,Valencia,5,Negro,Berlina,5623
646,Ford,Fiesta,13,188908,Diésel,Manual,120,6.2,5,Aceptable,Castilla y León,5,Negro,Monovolumen,1861
647,Nissan,Micra,12,187966,Diésel,Manual,93,6.1,4,Excelente,Asturias,5,Rojo,Compacto,1500
648,Peugeot,308,3,49415,Diésel,Manual,147,5.0,1,Bueno,Asturias,5,Plata,SUV,6823
649,Renault,Clio,6,93845,Gasolina,Manual,147,6.8,1,Bueno,Valencia,3,Gris,Berlina,3147
650,Peugeot,3008,16,249197,Diésel,Automático,137,7.5,3,Aceptable,Madrid,5,Plata,Monovolumen,2238
651,Ford,Fiesta,9,144508,Gasolina,Automático,126,7.9,1,Bueno,Valencia,3,Negro,Compacto,4387
652,Nissan,Micra,2,36800,Gasolina,Manual,140,7.3,1,Bueno,Canarias,5,Azul,SUV,9052
653,Citroen,C4,2,44937,Gasolina,Automático,141,7.8,1,Bueno,Castilla-La Mancha,5,Gris,Berlina,10149
654,Volkswagen,Polo,9,140101,Gasolina,Automático,141,7.9,2,Aceptable,Navarra,3,Negro,Monovolumen,1500
655,Ford,Focus,13,185443,Gasolina,Automático,137,6.5,3,Excelente,País Vasco,5,Negro,Monovolumen,3140
656,Volkswagen,Tiguan,9,138365,Gasolina,Manual,95,7.9,2,Bueno,Andalucía,5,Azul,Berlina,4631
657,Skoda,Fabia,6,93774,Híbrido,Manual,107,6.7,2,Aceptable,La Rioja,5,Gris,Monovolumen,4466
658,Skoda,Octavia,2,22329,Diésel,Automático,96,5.2,1,Bueno,Andalucía,5,Blanco,Familiar,11231
659,Ford,Kuga,3,50523,Gasolina,Manual,136,7.7,1,Bueno,Extremadura,5,Gris,Monovolumen,6242
660,Volkswagen,Polo,2,25287,Diésel,Automático,106,6.4,1,Excelente,Valencia,5,Azul,SUV,10293
661,Renault,Captur,8,122786,Gasolina,Manual,107,6.8,5,Bueno,Cataluña,5,Gris,Monovolumen,4347
662,Kia,Ceed,7,104575,Gasolina,Manual,116,7.3,3,Bueno,Navarra,5,Rojo,SUV,5767
663,Renault,Clio,6,95939,Diésel,Manual,114,6.7,3,Bueno,Murcia,5,Azul,Familiar,3089
664,Ford,Kuga,1,5000,Gasolina,Manual,115,7.5,1,Aceptable,Canarias,5,Blanco,Familiar,12106
665,Kia,Ceed,20,298980,Gasolina,Automático,124,7.4,3,Excelente,Extremadura,5,Negro,Familiar,2440
666,Toyota,Yaris,8,131598,Gasolina,Manual,94,7.4,2,Bueno,Navarra,5,Plata,SUV,3014
667,Citroen,C3,20,292829,Diésel,Manual,135,7.1,6,Aceptable,Baleares,3,Plata,SUV,1500
668,Mercedes,Clase C,15,220947,Diésel,Manual,88,6.3,2,Excelente,País Vasco,5,Blanco,Berlina,3747
669,Dacia,Duster,2,20584,Gasolina,Manual,175,6.7,1,Aceptable,Andalucía,5,Plata,Familiar,7573
670,SEAT,Arona,15,230804,Diésel,Manual,133,7.5,4,Aceptable,Galicia,5,Blanco,Familiar,1662
671,Audi,A4,7,100091,Diésel,Automático,84,6.9,5,Bueno,Canarias,5,Blanco,Compacto,5337
672,Toyota,C-HR,15,223272,Diésel,Manual,133,7.8,2,Bueno,La Rioja,5,Plata,Berlina,4290
673,Mercedes,Clase C,9,129133,Gasolina,Manual,93,6.5,2,Excelente,Canarias,5,Azul,Berlina,8700
674,Hyundai,i30,15,236535,Gasolina,Manual,97,7.2,2,Bueno,Canarias,5,Plata,Berlina,1627
675,Peugeot,308,6,103238,Híbrido,Manual,95,6.8,2,Aceptable,Baleares,5,Plata,Berlina,4367
676,Dacia,Sandero,6,84662,Híbrido,Manual,111,6.4,1,Excelente,Navarra,3,Blanco,SUV,5627
677,BMW,Serie 1,16,243091,Diésel,Manual,130,6.0,4,Excelente,Valencia,5,Blanco,Berlina,1500
678,Renault,Clio,5,97151,Diésel,Manual,65,7.9,2,Excelente,Canarias,5,Azul,Compacto,3473
679,Peugeot,308,19,272066,Gasolina,Manual,74,7.0,5,Bueno,Castilla y León,5,Negro,Compacto,2212
680,Opel,Mokka,9,136968,Gasolina,Manual,109,8.4,1,Aceptable,Asturias,5,Rojo,SUV,2545
681,BMW,X1,2,35747,Gasolina,Automático,76,6.7,1,Bueno,Castilla y León,5,Negro,Compacto,19578
682,SEAT,Ibiza,14,215218,Híbrido,Automático,89,5.9,6,Bueno,Aragón,5,Blanco,Familiar,1500
683,Opel,Astra,8,110607,Gasolina,Manual,110,7.9,1,Excelente,La Rioja,3,Blanco,Familiar,5483
684,Ford,Fiesta,9,129782,Diésel,Manual,60,5.5,1,Excelente,Baleares,3,Gris,Compacto,1575
685,Citroen,C5 Aircross,11,172610,Diésel,Automático,123,6.3,2,Bueno,Navarra,5,Azul,Berlina,2231
686,Toyota,Yaris,5,63031,Híbrido,Manual,103,6.5,3,Aceptable,Baleares,5,Azul,Compacto,4571
687,Citroen,C5 Aircross,18,269261,Gasolina,Manual,168,7.6,5,Aceptable,Aragón,3,Negro,Monovolumen,1869
688,Nissan,Qashqai,1,16011,Híbrido,Manual,80,7.0,1,Bueno,Baleares,5,Plata,Berlina,20285
689,Audi,Q3,9,140782,Diésel,Manual,132,7.3,1,Aceptable,Canarias,5,Azul,Familiar,4167
690,Peugeot,208,12,163735,Diésel,Manual,162,5.9,4,Excelente,Cataluña,5,Azul,Berlina,2068
691,SEAT,León,8,111631,Diésel,Manual,141,6.7,2,Bueno,Andalucía,5,Plata,SUV,5327
692,Skoda,Octavia,14,211546,Gasolina,Manual,113,7.8,5,Bueno,La Rioja,5,Rojo,Monovolumen,1500
693,SEAT,Ibiza,7,120990,Híbrido,Manual,180,5.4,2,Bueno,Cantabria,5,Blanco,Familiar,2608
694,Volkswagen,Polo,3,43112,Diésel,Automático,99,6.1,1,Bueno,Galicia,5,Azul,Berlina,7425
695,Skoda,Fabia,2,24676,Diésel,Manual,148,5.5,2,Bueno,Baleares,5,Negro,Monovolumen,8075
696,Volkswagen,Passat,12,182089,Diésel,Automático,155,6.3,3,Bueno,Navarra,5,Blanco,Monovolumen,2431
697,Volkswagen,Polo,9,145885,Gasolina,Automático,80,7.2,5,Bueno,La Rioja,5,Azul,Compacto,3831
698,Dacia,Duster,7,114669,Gasolina,Manual,109,6.9,2,Excelente,Navarra,5,Plata,Berlina,4652
699,Renault,Megane,17,260847,Gasolina,Manual,113,5.5,3,Excelente,Murcia,5,Azul,SUV,1884
700,Audi,A1,5,73799,Diésel,Automático,98,6.9,2,Bueno,La Rioja,5,Azul,Familiar,3904
